wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
rnc,2005,,100,3.5,riverine,non-confined,riverine non-confined,5,124,,Red Rocks,,,,2005/07/29,2005/07/29 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,141,,-121.81733,36.52296,1.6588,Monterey,central coast,,1,1,83,87.50,83.33,87.50,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,101,3.5,riverine,non-confined,riverine non-confined,5,124,,Rancho San Carlos,,,,2005/07/28,2005/07/28 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Adam Wiskind (other practitioner), Kellie Rey (other practitioner)",,,,142,,-121.87130,36.53718,0.85116,Monterey,central coast,,1,1,76,86.41,83.33,62.50,70.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,102,3.55,riverine,non-confined,riverine non-confined,5,124,,Big Sur,,,,2005/08/12,2005/08/12 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,143,,-121.84434,36.28659,2.69471,Monterey,central coast,,1,1,82,90.30,91.67,62.50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,103,3.5,riverine,non-confined,riverine non-confined,5,124,,All Saints Schulte,,,,2005/07/29,2005/07/29 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Adam Wiskind (other practitioner), Kellie Rey (other practitioner)",,,,144,,-121.83015,36.52340,0.49405,Monterey,central coast,,1,1,77,93.30,91.67,62.50,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,104,3.55,riverine,non-confined,riverine non-confined,5,124,,Fort Hunter Liggett #2,,,,2005/08/11,2005/08/11 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,145,,-121.07375,35.89473,2.96852,Monterey,central coast,,1,1,88,93.30,100.00,87.50,70.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,105,3.55,riverine,confined,riverine confined,4,124,,Garrapata Creek,,,,2005/08/12,2005/08/12 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,146,,-121.90938,36.41606,0.20351,Monterey,central coast,,1,1,74,85.36,87.50,62.50,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,106,3.55,riverine,non-confined,riverine non-confined,5,124,,Carmel Middle School,,,,2005/08/13,2005/08/13 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,147,,-121.89270,36.54053,0.28708,Monterey,central coast,,1,1,55,55.62,75.00,37.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,107,3.55,riverine,confined,riverine confined,4,202,,Queseria Creek,,,,2005/08/05,2005/08/05 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,148,,-122.22079,37.04362,1.13681,Santa Cruz,bay/delta,,1,1,68,72.86,87.50,50.00,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,108,3.55,riverine,non-confined,riverine non-confined,5,124,,South San Joaquin,,,,2005/08/16,2005/08/16 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,149,,-120.76034,37.17710,6.37378,Merced,san joaquin valley,,1,1,70,79.73,75.00,50.00,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,109,3.55,riverine,non-confined,riverine non-confined,5,124,,Los Banos Wildlife Area,,,,2005/08/16,2005/08/16 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,"subclass is an estimate; looks unconfined, but entrenched",150,,-120.79318,37.15988,1.54356,Merced,san joaquin valley,,1,1,55,70.40,58.33,37.50,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,112,3.5,riverine,confined,riverine confined,4,202,,Coldwater Creek,,,,2005/07/13,2005/07/13 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Ben Carter (other practitioner), Bobby Jo Close (other practitioner)",,,,153,,-124.02756,41.84605,0.39415,Del Norte,klamath/north coast,,1,1,92,100.00,100.00,75.00,91.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,113,3.5,riverine,confined,riverine confined,4,124,,Clark's Creek,,,,2005/07/13,2005/07/13 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Adam Wiskind (other practitioner), Kellie Rey (other practitioner)",,,,154,,-124.11217,41.80887,0.32744,Del Norte,klamath/north coast,,1,1,91,100.00,100.00,62.50,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,114,3.5,riverine,confined,riverine confined,4,124,,Fern Canyon,,,,2005/07/12,2005/07/12 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Adam Wiskind (other practitioner), Kellie Rey (other practitioner)",,,,155,,-124.05858,41.40028,0.39206,Humboldt,klamath/north coast,,1,1,90,100.00,87.50,75.00,95.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,115,3.5,riverine,confined,riverine confined,4,124,,Blue Creek,,,,2005/07/14,2005/07/14 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Adam Wiskind (other practitioner), Kellie Rey (other practitioner)",,,,156,,-123.90917,41.44298,0.66406,Humboldt,klamath/north coast,,1,1,78,100.00,100.00,62.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,116,3.5,riverine,non-confined,riverine non-confined,5,202,,Cap D,,,,2005/07/15,2005/07/15 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Bobby Jo Close (other practitioner), Ben Carter (other practitioner)",,,,157,,-123.60663,41.25879,2.44472,Humboldt,klamath/north coast,,1,1,67,93.30,83.33,50.00,41.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,119,3.5,riverine,non-confined,riverine non-confined,5,124,,Mad River,,,,2005/07/14,2005/07/14 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Adam Wiskind (other practitioner), Kellie Rey (other practitioner)",,,,160,,-123.98791,40.84681,4.4222,Humboldt,klamath/north coast,,1,1,81,93.30,100.00,62.50,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,121,3.5,riverine,confined,riverine confined,4,202,,Horse Linto,,,,2005/07/14,2005/07/14 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Bobby Jo Close (other practitioner), Ben Carter (other practitioner)",,,"subclass is an estimate; it's high gradient and looks confined on the map.",162,,-123.60199,41.00832,1.28768,Humboldt,klamath/north coast,,1,1,80,100.00,100.00,62.50,58.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,122,3.5,riverine,non-confined,riverine non-confined,5,202,,Grove's Prairie,,,,2005/07/14,2005/07/14 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Bobby Jo Close (other practitioner), Ben Carter (other practitioner)",,,,163,,-123.48660,40.95478,1.49344,Humboldt,klamath/north coast,,1,1,84,100.00,100.00,50.00,87.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,123,3.5,riverine,confined,riverine confined,4,202,,Whites Bar,,,,2005/07/14,2005/07/14 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Bobby Jo Close (other practitioner), Ben Carter (other practitioner)",,,,164,,-123.28191,40.75194,1.64446,Trinity,klamath/north coast,,1,1,72,80.80,83.33,62.50,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,124,3.5,riverine,non-confined,riverine non-confined,5,202,,Leland Rock,,,,2005/07/11,2005/07/11 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Ben Carter (other practitioner), Bobby Jo Close (other practitioner)",,,,167,,-124.14287,40.53719,18.02977,Humboldt,klamath/north coast,,1,1,66,77.80,75.00,75.00,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2005,,125,3.5,riverine,non-confined,riverine non-confined,5,124,,Yager Creek,,,,2005/07/15,2005/07/15 00:00:00,2022/12/05 22:54:27.777,"Cara Clark (lead practitioner), Kellie Rey (other practitioner), Adam Wiskind (other practitioner)",,,,168,,-124.05772,40.55966,0.47856,Humboldt,klamath/north coast,,1,1,77,93.30,100.00,62.50,54.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,126,3.0,riverine,confined,riverine confined,4,202,,Canoe Creek,,,,2005/07/10,2005/07/10 00:00:00,2014/03/03 14:33:19.966,"Ross Clark (lead practitioner), Ben Carter (other practitioner), Bobby Jo Close (other practitioner)",,,,169,,-123.90225,40.29496,0.94233,Humboldt,klamath/north coast,,1,1,91,100.00,91.67,87.50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2005,,127,3.5,riverine,confined,riverine confined,4,127,,Redwood Creek,,,,2005/07/16,2005/07/16 00:00:00,2014/03/03 17:06:22.019,,,,,170,,-123.84304,40.12286,0.62053,Humboldt,klamath/north coast,,1,1,85,86.41,83.33,87.50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,sa,128,4.2.1,riverine,confined,riverine confined,4,127,,Highway 29 swale,Napa River Watershed 2006 Ambient Survey,028,,2006/08/10,2006/08/10 00:00:00,2019/12/06 11:11:42.268,,"SP,CE",other,"This is a drainage ditch along the side of Hwy 29. The upstream edge (south side) of the AA is defined by the entry of a culvert - adjacent to an Ag pond. The downstream edge is where the ditch meets another from the south and flows underneath the RR and highway. East side is top of the berm, and west side is top of berm, just short of the road surface.",338,General,-122.34727,38.38157,0.44837,Napa,bay/delta,,1,1,39,42.00,25.00,50.00,39.00,,,,,,,,nad83,0,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,sa,129,4.2.1,riverine,non-confined,riverine non-confined,5,127,,Napa at Riverside,Napa River Watershed 2006 Ambient Survey,007,,2006/08/11,2006/08/11 00:00:00,2019/12/06 11:11:42.268,,"SP,CE",other,"start at 12:00, end at 2:00. AA based on centerline of channel, and riparian vegetation. North end is the sea scout building, south end is confluence of two streets with large stormdrain input. Lots of homeless.",339,General,-122.28236,38.29061,1.39064,Napa,bay/delta,,1,1,59,46.00,72.00,63.00,54.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,sa,130,4.2.1,riverine,confined,riverine confined,4,127,,Napa at Third Street,Napa River Watershed 2006 Ambient Survey,023,,2006/08/11,2006/08/11 00:00:00,2019/12/06 11:11:42.268,,"SP, CE",other,"This site is owned by Napa flood control. Hop the fence to access. AA upstream is Third street, downstream is end of riprap on east bank, centerline of channel, and outside edge top of levee.Construction finished about 1 year ago, now just an empty field. May have restoration later.",340,General,-122.28204,38.29724,1.83177,Napa,bay/delta,,1,1,38,33.00,25.00,63.00,31.00,,,,,,,,nad83,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,131,4.2.1,riverine,non-confined,riverine non-confined,5,127,,Napa north of Lincoln,,014,,2006/08/10,2006/08/10 00:00:00,2014/03/03 14:33:19.966,,"SP,CE",other,"This site was accessed via the neighborhood on the west side. There is a path (public) that runs along the west side of the river. The AA was defined by the channel centerline, the top of the levee on the west side, the bottom of the houses on the south side, and arbitrary distance on the north. Start at 12:30, finish at 3:00.",341,,-122.27749,38.31571,2.60011,Napa,bay/delta,,1,1,75,71.00,72.00,75.00,81.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,132,4.2.1,riverine,confined,riverine confined,4,127,,American Canyon,,016,,2006/08/15,2006/08/15 00:00:00,2014/03/03 14:33:19.966,,sp/pb,other,"AA delineated by tributary inputs.Narrow swale fed by groundwater, and heavily trampled by cows. No fence out. Bed hard wet plants with a little trickle of water. may dry up by September. Downstream of AA there is a large Knickpoint and evidence of incision, but AA looked mostly in equilibrium. Some sod input Fom bank slumps. Flat bottomed channel. No riparian.",344,,-122.22718,38.17178,0.34403,Napa,bay/delta,,1,1,58,50.00,81.00,50.00,52.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,133,4.2.1,riverine,non-confined,riverine non-confined,5,127,,Lower Browns Valley,,015,,2006/08/15,2006/08/15 00:00:00,2014/03/03 14:33:19.966,,"SP, PB",other,"culvert on downstream, right-bank tributary on upstream.AA based on riparian vegetation. Culvert under McCormick Road downstream, and right bank small tributary on upstream. Access via McCormick Road. Houses all along left bank, small farm on right bank. Channel is very incised with exposed roots everywhere. No grade change since culvert (recent). One surface water diversion noted. Lots of historic trash dumped down banks.",345,,-122.33325,38.30378,1.96112,Napa,bay/delta,,1,1,77,83.00,53.00,88.00,83.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,134,4.2.2,riverine,confined,riverine confined,4,127,,Napa River at Rutherford,,018,,2006/08/18,2006/08/18 00:00:00,2014/03/03 14:33:19.966,,SP JK,other,"AA is delineated by the centerline of channel, top of levee on left bank, drainage ditch entering at upstream (right bank), and vineyard avenue on the downstream. Channel was wadable in spots, but we only CRAMmed the east bank. Somewhat incised channel confined by a berm. Just downstream of 05-06 berm blowout.",346,,-122.41505,38.47391,0.81602,Napa,bay/delta,,1,1,79,75.00,61.00,100.00,81.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,135,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Napa south of Lincoln ,,030,,2006/08/18,2006/08/18 00:00:00,2014/03/03 14:33:19.966,,SP JK,other,"AA delineated by the centerline of channel, the edge of riparian, the change in channel form (downstream) as it entered into a wide oxbow reach, and the limit of access (upstream). Did not include the wide open field without any riparian (only fennel). Lots of migrants and homeless.",347,,-122.28060,38.30674,1.46663,Napa,bay/delta,,1,1,66,46.00,92.00,50.00,77.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,136,4.2.2,riverine,confined,riverine confined,4,127,,Stevenson State Park,,001,,2006/08/22,2006/08/22 00:00:00,2014/03/03 14:33:19.966,,"SP, JK, MD",other,"AA is delineated by the influence of fallen trees for the width. The downstream extent is where the channel planform changes from a single thread to a double thread channel.Tre Upper limit is arbitrary, where the channel curves away from the road.",348,,-122.60241,38.64721,0.62024,Napa,bay/delta,,1,1,92,100.00,100.00,88.00,81.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,137,4.2.2,riverine,confined,riverine confined,4,127,,Kimball Canyon,,017,,2006/08/22,2006/08/22 00:00:00,2014/03/03 14:33:19.966,,SP JK MD,other,"AA is delineated by two tribs(upstream and downstream, both entering on the left bank), and by the width including influence of falling trees. This is a very steep mountain drainage, approximately 40% slope, comprised of boulder and cobble steps and falls. A difficult hike to access this location.",349,,-122.62556,38.64363,0.4001,Napa,bay/delta,,1,1,91,92.00,89.00,100.00,83.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,139,4.2.2,riverine,confined,riverine confined,4,127,,Jamieson Canyon Trib,,032,,2006/08/29,2006/08/29 00:00:00,2014/03/03 14:33:19.966,,"SP, CE, MD",other,"AA is delineated by the input of a visible large landslide on the left bank (upstream of the barn)for the lower boundary, and the loss of distinct channel for the upper boundary (it becomes a colluvial hollow filled with sed and no distinct channel).The side boundaries are the top of bank slumps / transition to hillslope.The area was grazed up to 3 years ago, but not since. Many knickpoints visible. Small portion was wet (seeping GW) but not flowing.",351,,-122.21265,38.21752,0.96337,Napa,bay/delta,,1,1,61,50.00,72.00,63.00,58.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,140,4.2.2,riverine,confined,riverine confined,4,127,,Upper Deer Park Road,,021,,2006/08/29,2006/08/29 00:00:00,2014/03/03 14:33:19.966,,"MD,CE,SP",other,AA is delineated by culverts (under driveways) at the top and bottom. Sides are floodplain/ base of slope up to road. Lots of boulders and bedrock in channel. A spot was wet (isolated pool) but not flowing. Some incision downstream of upper culvert.,352,,-122.47168,38.54820,0.56387,Napa,bay/delta,,1,1,80,58.00,83.00,88.00,92.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,141,4.2.2,riverine,confined,riverine confined,4,127,,Dutch Henry Trib,,029,,2006/09/01,2006/09/01 00:00:00,2014/03/03 14:33:19.966,,"SP, JK",other,"AA is delineated by the top edge of definable channel, the dot (downstream end), the influence of fallen trees (left bank side), and riparian trees (right bank side).This is the VERY top of this drainage, only 2 m wide channel, approximately 40% slope. Trib to Bitter Creek, then Dutch Henry Creek.",353,,-122.51545,38.60817,0.22212,Napa,bay/delta,,1,1,86,100.00,89.00,75.00,79.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,143,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Napa at Yountville,,012,,2006/08/31,2006/08/31 00:00:00,2014/03/03 14:33:19.966,," SP, PB",other,"AA is delineated by the bridge (upstream), the bend in vineyard (downstream), and the centerline, and edge of riparian vegetation. River could be waded at this point. Pelissa and Hale had installed willows and other bank protection.",355,,-122.36803,38.42129,0.78505,Napa,bay/delta,,1,1,75,67.00,61.00,88.00,85.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,144,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Huichica Creek Trib,,027,,2006/09/07,2006/09/07 00:00:00,2014/03/03 14:33:19.966,,"SP, JK, AR",other,AA is delineated by hydrology.  Culvert under driveway (downstream) and culvert under farm road (upstream).there is no riparian zone.,356,,-122.36948,38.25809,0.40993,Napa,bay/delta,,1,1,59,42.00,92.00,50.00,50.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,145,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Conn Creek,,024,,2006/09/07,2006/09/07 00:00:00,2014/03/03 14:33:19.966,,"SP, JK, AR",other,AA is delineated by extent of riparian vegetation. Includes large Floodplain area on right bank. Also includes large bar area on left bank. Does not include riprap on right bank (downstream) or riprap upstream.,357,,-122.40069,38.47697,2.53139,Napa,bay/delta,,1,1,67,42.00,53.00,100.00,73.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,146,4.2.2,riverine,confined,riverine confined,4,127,,Upper Browns Valley,,011,,2006/09/08,2006/09/08 00:00:00,2014/03/03 14:33:19.966,,"SP, PB",other,"AA is delineated by hydrology. AA extends to top of bank/ top of slumps. The  channel head is just upstream of the ranch road. The downstream is where the riparian begins and channel geometry becomes much deeper and narrower. No flow, but wet spot for groundwater.",358,,-122.35633,38.29966,1.09004,Napa,bay/delta,,1,1,63,83.00,72.00,50.00,46.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,147,4.2.2,riverine,confined,riverine confined,4,127,,Redwood Creek,,043,,2006/09/08,2006/09/08 00:00:00,2014/03/03 14:33:19.966,,"SP, PB",other,"AA is based on hydrology. Includes floodplains upto to top of bank - about 1:50 flood.Redwoods further up slope would have influence on creek, but AA limited to about 20 m for channel edge. Top is Shari/ming's house, bottom is trib and shack on left bank. Did not have permission to enter other property.",359,,-122.39626,38.34395,1.13271,Napa,bay/delta,,1,1,94,96.00,89.00,100.00,92.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,148,4.2.2,riverine,non-confined,riverine non-confined,5,182,,Hazel Ave-Folsom Lake Recreation Area,,336,,2006/09/14,2006/09/14 00:00:00,2014/03/03 14:33:19.966,Paul Jones (lead practitioner),"Josh Collins, Paul Jones, Sactramento Corps District",,,362,,-121.22270,38.63953,0.85668,Sacramento,sacramento valley,,1,1,74,46.00,83.00,88.00,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,149,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Simmons Creek,,105,,2006/09/15,2006/09/15 00:00:00,2014/03/03 14:33:19.966,,"SP, AR",other,"AA is delineated by riparian vegetation. Double barrel CMP culvert under ranch road upstream (it has fencing on the downstream face)and input of tributary (LB) and spanning bridge downstream.This was the wrong parcel! Its owned by an older man who is ""old school"". His vineyard is not organic. We met Francois, the owner of the parcel. Her land is downstream of the bridge. They have had plantings by Acorn Soupe and after the 1995 floods took out some vines, they did some ""work"" on the channel.",363,,-122.55154,38.58975,1.26396,Napa,bay/delta,,1,1,67,33.00,69.00,75.00,90.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,150,4.2.2,riverine,confined,riverine confined,4,127,,Napa downstream of Yountville,,044,,2006/09/15,2006/09/15 00:00:00,2014/03/03 14:33:19.966,,"SP, AR",other,AA is delineated by riparian vegetation. Included both sides of channel. Arbitrary both up and downstream boundaries.,365,,-122.34218,38.40782,1.96822,Napa,bay/delta,,1,1,80,67.00,72.00,100.00,81.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,151,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Milliken Creek,,238,,2006/09/19,2006/09/19 00:00:00,2014/03/03 14:33:19.966,,"SP, JK",other,"AA is delineated by riparian vegetation. Downstream is top of backup from pond, upstream is change in channel form and spanning footbridge. Looks like some water release from reservoir.",366,,-122.26093,38.35297,0.87647,Napa,bay/delta,,1,1,63,29.00,53.00,88.00,81.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,152,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Selby Creek,,101,,2006/09/27,2006/09/27 00:00:00,2014/03/03 14:33:19.966,,"CE, SP ",other,"AA is delineated by both hydrology and vegetation. Top of levee on right bank, and influence of trees on left bank. Wide, dry, cobble channel.",367,,-122.52024,38.56799,0.78377,Napa,bay/delta,,1,1,57,33.00,69.00,63.00,63.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,153,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Upper Milliken Creek,,056,,2006/09/27,2006/09/27 00:00:00,2014/03/03 14:33:19.966,,"CE, SP",other,"AA is delineated by hydrology. Top of banks and floodplains included. No riparian vegetation. Possibly counts as a wet meadow. Pools were observed, likely fed by groundwater flow across the valley.",368,,-122.25622,38.41841,0.64813,Napa,bay/delta,,1,1,59,50.00,89.00,50.00,48.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,154,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Lower American Canyon,,048,,2006/10/02,2006/10/02 00:00:00,2014/03/03 14:33:19.966,,"SP, PB",other,"AA is delineated based on hydrology. AA extends to top of banks. No riparian vegetation. Concrete box culvert at top, failing ranch road bridge at bottom.",369,,-122.23529,38.16454,0.26272,Napa,bay/delta,,1,1,55,46.00,61.00,63.00,48.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
rnc,2006,,155,4.2.2,riverine,non-confined,riverine non-confined,5,127,,Soscol Creek,,147,,2006/10/02,2006/10/02 00:00:00,2014/03/03 14:33:19.966,,"SP, PB ",other,"AA is delineated based on hydrology. Includes high terrace surface. Includes riparian trees on terrace and on top of banks. Large pipe input (along top of storage facility) at top, and 90 degree turn at bottom (change in channel planform).",370,,-122.27313,38.23870,1.02465,Napa,bay/delta,,1,1,79,79.00,61.00,88.00,88.00,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
rc,2006,,156,4.2.2,riverine,confined,riverine confined,4,127,,Wing Canyon Tributary,,006,,2006/08/24,2006/08/24 00:00:00,2014/03/03 14:33:19.966,,"CE, SP",other,"AA is delineated by the influence of falling trees. Downstream is the confluence with Wing Canyon. Upstream is the confluence with a small tributary that enters on the Right Bank. Very steep mountain drainage, with some bedrock exposed in the bed. The trib enters about 30m upstream of an old concrete dam on Wing Canyon.",371,,-122.42341,38.39090,2.12694,Napa,bay/delta,,1,1,87,100.00,69.00,88.00,92.00,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
